(201207, 46), (201309, 43)
(201104, 110), (201805, 48)
(201404, 56), (201411, 70)
(201405, 43), (201210, 92)
(201812, 35), (201210, 119)
(201612, 98), (201010, 107)
(201301, 61), (201602, 71)
(201706, 47), (202008, 120)
(201402, 102), (201601, 63)
(201909, 117), (201609, 41)
(201701, 101), (201807, 68)
(201610, 33), (201309, 85)
(201308, 48), (201901, 56)
(202009, 119), (201209, 77)
(201608, 94), (201701, 55)
(201908, 81), (201712, 80)
(201307, 83), (201206, 39)
(201310, 84), (201601, 61)
(201702, 92), (201109, 90)
(201008, 30), (201108, 106)
(201210, 94), (201802, 117)
(201308, 103), (201903, 61)
(201203, 37), (201703, 50)
(201909, 49), (201404, 83)
(201507, 111), (201008, 34)
(201907, 110), (201807, 80)
(201306, 119), (201607, 81)
(201801, 49), (201602, 66)
(202009, 66), (202006, 102)
(201401, 60), (201011, 33)
(201403, 92), (201103, 91)
(201404, 71), (201312, 95)
(202002, 68), (201606, 108)
(202002, 69), (201609, 41)
(202005, 48), (201904, 33)
(201012, 118), (201107, 70)
(201005, 67), (201206, 86)
(201005, 56), (201101, 51)
(201103, 38), (201811, 73)
(201504, 47), (201307, 120)
(201809, 62), (201709, 93)
(202004, 73), (201102, 37)
(201606, 93), (201107, 120)
(201111, 42), (201704, 100)
(201108, 65), (201507, 61)
(201206, 55), (201410, 94)
(201810, 80), (201411, 60)
(201103, 58), (201505, 45)
(201310, 61), (201710, 72)
(201511, 86), (201310, 44)
(201408, 52), (201510, 101)
(201609, 120), (201204, 72)
(201206, 37), (201408, 39)
(201205, 90), (201902, 91)
(201209, 71), (201207, 80)
(201002, 52), (201910, 85)
(201609, 52), (201811, 105)
(201010, 51), (201105, 53)
(201209, 49), (201004, 97)
(201311, 95), (201103, 97)
(201611, 97), (201306, 42)
(201012, 41), (201209, 94)
(201412, 120), (201003, 53)
(201202, 30), (201110, 64)
(201212, 82), (201402, 58)
(201812, 110), (201301, 116)
(201003, 51), (201104, 88)
(201710, 30), (201411, 54)
(201112, 103), (201910, 103)
(201203, 76), (201411, 80)
(202006, 86), (201103, 91)
(201702, 61), (201601, 34)
(202007, 83), (202008, 42)
(201302, 60), (201212, 89)
(201310, 80), (201303, 46)
(201806, 44), (201003, 48)
(201611, 77), (201409, 94)
(202004, 37), (201106, 114)
(201908, 91), (201507, 53)
(201912, 89), (202004, 109)
(201404, 90), (201405, 85)
(201309, 50), (201608, 35)
(201807, 99), (201105, 53)
(201906, 71), (201202, 95)
(201903, 33), (201811, 115)
(201611, 61), (201304, 48)
(201604, 81), (201511, 91)
(201806, 86), (201010, 116)
(202007, 102), (201908, 81)
(201010, 89), (201006, 39)
(201010, 54), (202004, 54)
(202012, 68), (201207, 106)
(201609, 112), (201810, 92)
(201512, 97), (201307, 40)
(201404, 96), (201204, 89)
(201211, 59), (201205, 56)
(201411, 52), (201601, 80)
(201102, 53), (201510, 55)
(201807, 50), (201410, 115)
(202011, 55), (202001, 71)
(201910, 67), (201407, 85)
(201603, 54), (201906, 59)
(202005, 43), (201210, 116)
(201710, 81), (202010, 39)
(201705, 118), (201411, 73)
(201603, 64), (202008, 39)
(201003, 52), (201802, 113)
(201708, 65), (201707, 105)
(201910, 112), (202007, 66)
(201901, 76), (201911, 88)
(201610, 39), (201909, 55)
(201408, 66), (201510, 46)
(201505, 43), (201810, 47)
(201510, 94), (201405, 59)
(202007, 37), (201109, 106)
(201704, 38), (201612, 44)
(201606, 73), (201304, 50)
(201110, 70), (201907, 51)
(202005, 119), (201512, 52)
(201503, 109), (202011, 104)
(201308, 41), (201308, 48)
(201501, 120), (202008, 88)
(201411, 92), (201403, 59)
(201308, 95), (201110, 84)
(201402, 116), (201408, 57)
(201302, 36), (201109, 52)
(201012, 55), (201906, 66)
(201701, 119), (201601, 83)
(202011, 70), (201402, 76)
(201202, 116), (201907, 95)
(201705, 109), (201409, 50)
(201801, 100), (201110, 42)
(201609, 82), (201309, 35)
(201001, 67), (202008, 90)
(201903, 115), (201711, 34)
(201001, 32), (201508, 37)
(201505, 116), (201105, 50)
(201705, 77), (201304, 77)
(201601, 99), (201601, 101)
(201005, 79), (202009, 59)
(201304, 41), (202007, 91)
(201311, 62), (201402, 64)
(201403, 87), (201803, 97)
(201304, 60), (201603, 84)
(201304, 44), (201101, 50)
(201405, 93), (201104, 32)
(201905, 119), (201904, 103)
(201505, 114), (201205, 79)
(201507, 116), (201706, 59)
(201803, 88), (201602, 37)
(201708, 105), (201804, 39)
(201702, 88), (201101, 54)
(201802, 37), (201408, 62)
(201802, 88), (201301, 32)
(202012, 97), (201901, 76)
(201009, 36), (201708, 61)
(201004, 79), (201803, 117)
(201805, 119), (201611, 56)
(201709, 44), (201801, 47)
(201701, 82), (201404, 91)
(201611, 105), (201705, 35)
(202011, 33), (201908, 107)
(202002, 97), (201105, 110)
(202010, 113), (202005, 60)
(201206, 87), (201909, 84)
(201909, 105), (201103, 79)
(201106, 58), (201401, 109)
(201712, 92), (201410, 110)
(201409, 72), (201810, 48)
(201808, 38), (201512, 120)
(201804, 97), (201605, 42)
(201503, 106), (201602, 102)
(201205, 92), (201604, 91)
(201401, 61), (201904, 30)
(201104, 72), (201005, 112)
(201909, 106), (201906, 52)
(201212, 51), (201509, 84)
(201409, 41), (201506, 93)
(201004, 81), (201311, 75)
(201710, 77), (201702, 114)
(201611, 48), (201012, 103)
(201105, 72), (201901, 101)
(201302, 32), (201703, 39)
(201308, 38), (202004, 32)
(201509, 71), (201209, 66)
(201901, 39), (201305, 114)
(201904, 119), (201210, 44)
(201801, 51), (201409, 33)
(201709, 58), (201602, 107)
(201112, 80), (201904, 109)
(201903, 111), (202010, 84)
(201010, 120), (201907, 43)
(202006, 88), (201005, 119)
(201606, 32), (202001, 68)
(201107, 51), (201112, 66)
(201009, 103), (201708, 43)
(201005, 42), (201002, 67)
(201806, 89), (201207, 79)
(201001, 55), (201107, 92)
(201302, 59), (201303, 41)
(201302, 116), (202007, 42)
(201605, 70), (201302, 116)
(201601, 54), (201101, 94)
(201201, 50), (201904, 108)
(201602, 59), (201101, 34)
(201506, 108), (201003, 115)
(201808, 89), (201708, 107)
(201807, 106), (201302, 96)
(201002, 54), (201003, 94)
(201408, 37), (201612, 88)
(201109, 105), (201703, 114)
(202003, 52), (201112, 79)
(201208, 73), (201109, 106)
(201108, 113), (202009, 52)
(201309, 69), (201203, 87)
(201202, 63), (201305, 32)
(201911, 47), (201004, 90)
(201612, 69), (202001, 54)
(201603, 95), (201508, 97)
(202003, 33), (201007, 87)
(201904, 84), (201301, 41)
(202011, 101), (201010, 92)
(201210, 40), (201510, 80)
(201301, 55), (202009, 119)
(201912, 88), (202002, 110)
(201301, 109), (201601, 32)
(201004, 98), (201002, 112)
(201407, 34), (201408, 96)
(201309, 63), (201402, 106)
(201207, 115), (201909, 60)
(201106, 59), (201904, 75)
(202008, 56), (201506, 37)
(201704, 86), (201401, 102)
(201307, 104), (201610, 96)
(202001, 31), (201610, 73)
(201102, 77), (201802, 88)
(202001, 75), (201510, 80)
(201201, 45), (201402, 44)
(201610, 31), (201409, 113)
(201611, 99), (201303, 49)
(201012, 79), (201806, 82)
(201111, 66), (201409, 81)
(201103, 59), (202009, 45)
(201306, 102), (201908, 81)
(201403, 62), (201202, 85)
(201608, 101), (201411, 42)
(202010, 88), (202007, 65)
(201512, 120), (201211, 115)
(202009, 88), (201911, 108)
(201511, 59), (201302, 120)
(201611, 83), (201010, 76)
(201501, 75), (201608, 113)
(201505, 91), (201302, 42)
(201306, 52), (202005, 77)
(201504, 84), (202002, 39)
(201701, 56), (201801, 113)
(201110, 113), (201206, 61)
(201908, 34), (201209, 41)
(201010, 73), (202005, 42)
(201507, 109), (201410, 38)
(201412, 118), (201602, 50)
(201705, 71), (202006, 41)
(201606, 87), (201608, 75)
(202007, 32), (201106, 38)
(201706, 74), (201109, 111)
(201811, 47), (201509, 76)
(201602, 73), (201111, 93)
(201001, 66), (201104, 94)
(201903, 59), (201003, 34)
(201010, 68), (201904, 41)
(201503, 88), (201101, 31)
(201909, 92), (201103, 58)
(201310, 91), (201903, 54)
(201701, 38), (201905, 65)
(201212, 69), (201605, 77)
(201504, 91), (201606, 81)
(201611, 111), (201801, 99)
(201101, 109), (201711, 47)
(201004, 74), (201702, 108)
(201507, 60), (201205, 57)
(201905, 67), (201907, 49)
(201609, 120), (201609, 65)
(201909, 118), (202010, 47)
(201908, 45), (201906, 74)
(201809, 41), (201511, 66)
(201912, 47), (202011, 83)
(202010, 63), (201107, 76)
(201506, 43), (201703, 43)
(201605, 31), (201411, 106)
(201104, 106), (201510, 61)
(201005, 50), (201501, 45)
(201305, 49), (201909, 66)
(201912, 51), (201206, 115)
(201802, 87), (202008, 65)
(201304, 32), (201904, 120)
(201710, 114), (201406, 63)
(201806, 34), (201206, 60)
(201504, 75), (201010, 104)
(201308, 92), (201002, 46)
(202010, 99), (201509, 33)
(201211, 99), (201312, 78)
(201403, 48), (201011, 103)
(201209, 32), (201701, 33)
(201602, 80), (201408, 69)
(202007, 85), (201011, 96)
(201201, 66), (201604, 66)
(201304, 84), (201412, 114)
(201504, 107), (201204, 113)
(202006, 30), (201801, 57)
(201601, 108), (201106, 40)
(201908, 118), (201006, 102)
(201004, 89), (201106, 113)
(201702, 89), (201508, 36)
(201410, 49), (202006, 62)
(201907, 115), (201312, 52)
(201111, 100), (201411, 74)
(201610, 101), (201205, 33)
(201410, 101), (201010, 118)
(201409, 57), (201004, 56)
(201610, 37), (201505, 50)
(201011, 95), (201707, 43)
(201102, 103), (201602, 54)
(201108, 112), (201005, 43)
(201504, 34), (201602, 77)
(201011, 55), (201405, 76)
(201406, 70), (201201, 44)
(201507, 113), (201608, 85)
(201003, 113), (201911, 72)
(202006, 76), (201905, 83)
(201004, 81), (201104, 47)
(202003, 77), (201808, 82)
(201909, 88), (201001, 40)
(202003, 50), (201411, 102)
(201605, 60), (201006, 100)
(201107, 54), (201512, 67)
(201609, 90), (201412, 95)
(201407, 59), (201401, 50)
(201404, 98), (201405, 80)
(201308, 88), (201005, 82)
(201701, 119), (201806, 60)
(201003, 79), (201512, 87)
(201505, 79), (201408, 103)
(201001, 45), (201602, 73)
(201303, 120), (201806, 80)
(201611, 119), (201611, 81)
(201409, 33), (201708, 57)
(201701, 117), (201705, 61)
(201202, 44), (201207, 33)
(201612, 103), (201806, 71)
(201508, 81), (201205, 36)
(201612, 44), (201507, 66)
(201101, 55), (201602, 120)
(201701, 62), (201109, 56)
(201406, 52), (201310, 109)
(201201, 80), (201412, 98)
(201701, 116), (201309, 108)
(201709, 48), (201307, 99)
(201112, 87), (201608, 84)
(201402, 80), (201708, 33)
(201507, 119), (201706, 56)
(201505, 58), (201312, 54)
(201505, 87), (201003, 91)
(201301, 36), (201403, 100)
(201112, 75), (202011, 37)
(201206, 84), (201008, 56)
(201501, 63), (201402, 111)
(201607, 99), (201401, 61)
(201801, 77), (201809, 118)
(202005, 77), (201701, 114)
(201610, 68), (201608, 90)
(201001, 88), (201211, 60)
(201003, 58), (201006, 34)
(201807, 106), (201209, 116)
(201607, 36), (201005, 62)
(201902, 42), (201403, 113)
(201905, 39), (201405, 114)
(201811, 50), (201502, 37)
(201012, 66), (201703, 113)
(201407, 47), (201002, 68)
(201108, 50), (201105, 49)
(201504, 77), (201303, 50)
(201004, 74), (201612, 84)
(201705, 88), (201603, 52)
(201712, 59), (201012, 42)
(201701, 45), (201302, 54)
(201406, 90), (201205, 50)
(201501, 115), (201501, 106)
(201406, 40), (201403, 50)
(202010, 97), (201603, 39)
(201803, 80), (201604, 37)
(201301, 96), (202005, 96)
(201804, 45), (201810, 31)
(201607, 82), (201506, 72)
(201611, 49), (201406, 42)
(201712, 62), (201805, 31)
(201705, 72), (201210, 94)
(201501, 52), (201612, 94)
(202003, 93), (201306, 78)
(201102, 60), (202005, 97)
(201309, 116), (201102, 120)
(201906, 77), (201811, 91)
(201407, 62), (201803, 78)
(201401, 96), (201206, 106)
(202005, 85), (201209, 79)
(201611, 59), (201808, 114)
(201302, 84), (201909, 43)
(201909, 32), (201504, 107)
(201011, 91), (201706, 71)
(201303, 112), (201604, 39)
(201203, 114), (201802, 57)
(201902, 54), (201610, 83)
(201211, 98), (201805, 60)
(201304, 68), (201111, 87)
(201012, 102), (201006, 35)
(201611, 57), (201310, 87)
(201010, 63), (201209, 66)
(201401, 80), (201405, 93)
(202008, 110), (201002, 53)
(201807, 54), (202008, 62)
(201801, 35), (201206, 34)
(201409, 46), (201005, 41)
(201010, 115), (201909, 64)
(201405, 113), (201904, 65)
(201508, 40), (201301, 48)
(201309, 107), (201510, 83)
(201606, 108), (201507, 52)
(201708, 69), (202010, 98)
(201808, 82), (201307, 72)
(201509, 100), (201711, 82)
(201305, 42), (201412, 71)
(201002, 80), (201404, 81)
(201802, 108), (201205, 101)
(201208, 45), (201310, 81)
(201810, 72), (201509, 37)
(201902, 113), (201506, 86)
(201706, 106), (201210, 68)
(201008, 57), (202002, 62)
(201004, 105), (202011, 43)
(201702, 53), (201706, 99)
(201807, 83), (201607, 42)
(201705, 89), (201607, 113)
(201504, 50), (201803, 115)
(201703, 95), (201011, 80)
(201707, 78), (201908, 60)
(202012, 52), (201903, 46)
(201201, 32), (201011, 71)
(201311, 62), (202005, 46)
(202008, 86), (201708, 36)
(201702, 112), (201502, 119)
(201511, 57), (202008, 77)
(201803, 90), (201809, 54)
(201405, 57), (202006, 38)
(201304, 56), (201705, 80)
(201705, 68), (201806, 81)
(201006, 66), (201201, 80)
(201407, 48), (201606, 42)
(201308, 34), (201107, 80)
(201506, 95), (201505, 41)
(201805, 64), (201509, 94)
(201305, 96), (201612, 99)
(201810, 45), (202004, 103)
(201511, 52), (201311, 49)
(201105, 72), (201103, 54)
(201510, 79), (201304, 65)
(202004, 68), (201710, 107)
(201106, 108), (201008, 49)
(201009, 110), (202009, 67)
(201702, 102), (201410, 74)
(201102, 106), (201608, 82)
(201211, 114), (201211, 97)
(201404, 34), (201712, 41)
(201809, 33), (201303, 50)
(201603, 89), (202012, 99)
(201003, 42), (201908, 37)
(201710, 111), (201411, 75)
(201105, 86), (201201, 50)
(202003, 120), (202004, 45)
(201608, 54), (201903, 106)
(201706, 52), (202009, 109)
(201703, 91), (201409, 85)
(201707, 74), (201804, 33)
(201705, 57), (201307, 65)
(201511, 66), (201202, 117)
(201111, 69), (201509, 47)
(202002, 36), (201009, 61)
(201101, 106), (201006, 108)
(201703, 55), (201405, 118)
(201412, 74), (201411, 48)
(201004, 53), (201812, 88)
(201507, 61), (201002, 97)
(201906, 118), (201401, 90)
(201708, 103), (201809, 75)
(201409, 55), (201609, 43)
(201406, 58), (201506, 70)
(202006, 112), (201807, 85)
(201801, 59), (201708, 118)
(201204, 100), (201810, 76)
(201006, 37), (201605, 103)
(201001, 66), (202010, 76)
(201009, 78), (201409, 118)
(201603, 46), (201405, 120)
(202010, 99), (201605, 32)
(201509, 119), (201101, 41)
(201805, 82), (201912, 72)
(201601, 31), (201211, 37)
(201510, 77), (201902, 39)
(201312, 99), (201104, 75)
(201403, 69), (201111, 44)
(201212, 49), (201902, 95)
(202003, 93), (202009, 106)
(201904, 101), (201608, 32)
(202012, 116), (201907, 57)
(201412, 78), (201503, 35)
(201408, 97), (201008, 104)
(201306, 43), (201905, 107)
(201405, 50), (201611, 95)
(201001, 77), (201207, 76)
(201511, 100), (202011, 39)
(201605, 38), (201003, 36)
(201010, 105), (202002, 112)
(201905, 103), (201701, 64)
(201202, 62), (201608, 120)
(201101, 75), (201709, 31)
(201209, 63), (201812, 64)
(201312, 81), (201708, 78)
(201708, 98), (201207, 113)
(201012, 91), (201903, 41)
(201010, 37), (201709, 105)
(201707, 107), (201510, 65)
(201407, 111), (201903, 44)
(201201, 63), (201112, 59)
(201703, 116), (201103, 97)
(201001, 99), (201706, 34)
(201708, 39), (201310, 92)
(202003, 30), (201708, 68)
(201911, 36), (201501, 55)
(201404, 57), (201012, 118)
(201506, 117), (201712, 43)
(201912, 49), (201401, 93)
(201008, 82), (201105, 77)
(201901, 93), (201009, 62)
(201007, 30), (202008, 113)
(201404, 94), (201104, 32)
